Item Code,Item Group,Default Unit of Measure,Opening Stock,Default Warehouse (Item Defaults),Company (Item Defaults),Default Price List (Item Defaults)
94767214,cat1,Unit,34,Stores - B,Branderaa ,Standard Buying
