Entry Type,Series,Company,Posting Date,,,Account (Accounting Entries),Credit (Accounting Entries),Debit (Accounting Entries),Cost Center (Accounting Entries),Party Type (Accounting Entries),Party (Accounting Entries)
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,10.62 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,24.77 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,17.02 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,28.61 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,10.56 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.90 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,26.37 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,19.01 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,15.36 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,24.77 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,9.98 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,19.01 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,16.13 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,23.62 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,211.20 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,177.92 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,527.36 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,380.16 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,307.20 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,199.68 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,380.16 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,322.56 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,472.32 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,284.16 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,322.56 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,311.04 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,445.44 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,167.68 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,368.64 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,318.72 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,304.64 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,360.96 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,212.48 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,340.48 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,572.16 ,Main - B,Customer,Guest
,,,,2010106,Cigalah Group,2010106 - Cigalah Group - B,"9,937.54 ",0.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,211.20 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,177.92 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,527.36 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,380.16 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,307.20 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,"9,464.32 ",0.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,199.68 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,380.16 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,322.56 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,472.32 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,284.16 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,322.56 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,311.04 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,445.44 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,167.68 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,368.64 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,318.72 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,304.64 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,360.96 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,212.48 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,495.36 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,340.48 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,572.16 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,5.63 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,1.63 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,15.17 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,1.86 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,7.87 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,4.90 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,10.75 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,10.18 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,19.97 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,1.70 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,7.04 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,3.58 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,203.52 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,399.36 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,33.92 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,140.80 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,71.68 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,112.64 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,32.64 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,303.36 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,37.12 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,157.44 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,97.92 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,215.04 ,Main - B,Customer,Guest
,,,,2010106,Cigalah Group,2010106 - Cigalah Group - B,"1,895.71 ",0.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,203.52 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,399.36 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,33.92 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,140.80 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,71.68 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,"1,805.44 ",0.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,112.64 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,32.64 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,303.36 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,37.12 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,157.44 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,97.92 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,215.04 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,33.47 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,15.20 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,16.32 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,12.16 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,6.82 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,12.16 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,9.12 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,17.50 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,15.20 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,17.47 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,18.24 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,350.08 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,304.00 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,349.44 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,364.80 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,669.44 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,304.00 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,326.40 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,243.20 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,136.32 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,243.20 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,182.40 ,Main - B,Customer,Guest
,,,,2010106,Cigalah Group,2010106 - Cigalah Group - B,"3,646.94 ",0.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,350.08 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,304.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,349.44 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,364.80 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,669.44 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,304.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,"3,473.28 ",0.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,326.40 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,243.20 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,136.32 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,243.20 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,182.40 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.90 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,36.48 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,21.12 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,4.32 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,11.01 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,43.52 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,14.34 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,35.71 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,20.35 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,42.24 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,41.28 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,14.08 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,12.29 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,12.10 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.64 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,13.31 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,17.54 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,37.89 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,825.60 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,281.60 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,245.76 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,241.92 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,172.80 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,266.24 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,350.72 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,757.76 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,177.92 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,729.60 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,422.40 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,86.40 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,220.16 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,870.40 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,286.72 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,714.24 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,407.04 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,844.80 ,Main - B,Customer,Guest
,,,,2010106,Cigalah Group,2010106 - Cigalah Group - B,"8,297.18 ",0.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,825.60 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,281.60 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,245.76 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,241.92 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,172.80 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,266.24 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,350.72 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,757.76 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,177.92 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,729.60 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,422.40 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,86.40 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,220.16 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,870.40 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,"7,902.08 ",0.00 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,286.72 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,714.24 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,407.04 ,Main - B,Customer,Guest
,,,,1010501,Stock on Hand,1010501 - Stock on Hand - B,0.00 ,844.80 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,7.39 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,6.72 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.32 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,9.25 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.64 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,13.06 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.77 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,16.51 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,17.79 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.70 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.77 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,3.52 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,10.56 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,26.88 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,26.11 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,17.44 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,13.25 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,10.11 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,27.04 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,13.92 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,14.08 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,10.88 ,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0.00 ,8.26 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,522.24 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,348.80 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,264.96 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,202.24 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,540.80 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,278.40 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,281.60 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,217.60 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,165.12 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,147.84 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,134.40 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,166.40 ,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0.00 ,184.96 ,Main - B,Customer,Guest
